LengdeVvekst;LengdeValder;vekstaar;vekstalder;alder_aar;ID;tilv_lengde;klima;loknr;moh;lpnr;dato;aar;periode;navn;alder;lengde;vekt;kjonn;moden;moden1;tilvekstalder;tilvekst;inst_vekst;CPUE;Temp_mai;Temp_juni;Temp_juli;nedbor_mai;nedbor_juni;nedbor_juli;tempratur;nedbor;NaoV;Column1;_1;_2;_3;_4;_5
10;34.01;2002;0;1;237;Tilvekst;3;21;600;182;04.07.2008;2008;0;Gippernjaure;6;259;168.9;2;0;0;Tillvekst_0-1;34.01;1.531606632;3.509615;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
34.01;86.33;2003;1;2;237;Tilvekst;3;21;600;182;04.07.2008;2008;0;Gippernjaure;6;259;168.9;2;0;0;Tillvekst_1-2;52.32;1.264137737;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
86.33;146.51;2004;2;3;237;Tilvekst;3;21;600;182;04.07.2008;2008;0;Gippernjaure;6;259;168.9;2;0;0;Tillvekst_2-3;60.17;1.118639638;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
146.51;183.13;2005;3;4;237;Tilvekst;3;21;600;182;04.07.2008;2008;0;Gippernjaure;6;259;168.9;2;0;0;Tillvekst_3-4;36.63;1.044735995;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
183.13;211.91;2006;4;5;237;Tilvekst;3;21;600;182;04.07.2008;2008;0;Gippernjaure;6;259;168.9;2;0;0;Tillvekst_4-5;28.78;1.028015331;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
211.91;10;2007;5;6;237;Tilvekst;3;21;600;182;04.07.2008;2008;0;Gippernjaure;6;259;168.9;2;0;0;Tillvekst_5-6;31.39;0.429894622;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;32.67;2002;0;1;238;Tilvekst;3;21;600;183;04.07.2008;2008;0;Gippernjaure;6;210;101.2;2;0;0;Tillvekst_0-1;32.67;1.514149134;3.509615;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
32.67;74.67;2003;1;2;238;Tilvekst;3;21;600;183;04.07.2008;2008;0;Gippernjaure;6;210;101.2;2;0;0;Tillvekst_1-2;42;1.237094886;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
74.67;119;2004;2;3;238;Tilvekst;3;21;600;183;04.07.2008;2008;0;Gippernjaure;6;210;101.2;2;0;0;Tillvekst_2-3;44.33;1.108053934;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
119;151.67;2005;3;4;238;Tilvekst;3;21;600;183;04.07.2008;2008;0;Gippernjaure;6;210;101.2;2;0;0;Tillvekst_3-4;32.67;1.050759018;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
151.67;182;2006;4;5;238;Tilvekst;3;21;600;183;04.07.2008;2008;0;Gippernjaure;6;210;101.2;2;0;0;Tillvekst_4-5;30.33;1.036302312;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
182;10;2007;5;6;238;Tilvekst;3;21;600;183;04.07.2008;2008;0;Gippernjaure;6;210;101.2;2;0;0;Tillvekst_5-6;18.67;0.4424639;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;70.86;2003;0;1;239;Tilvekst;3;21;600;184;04.07.2008;2008;0;Gippernjaure;5;277;217;2;1;1;Tillvekst_0-1;70.86;1.850401148;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
70.86;151.38;2004;1;2;239;Tilvekst;3;21;600;184;04.07.2008;2008;0;Gippernjaure;5;277;217;2;1;1;Tillvekst_1-2;80.52;1.178159938;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
151.38;193.26;2005;2;3;239;Tilvekst;3;21;600;184;04.07.2008;2008;0;Gippernjaure;5;277;217;2;1;1;Tillvekst_2-3;41.87;1.048656028;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
193.26;225.47;2006;3;4;239;Tilvekst;3;21;600;184;04.07.2008;2008;0;Gippernjaure;5;277;217;2;1;1;Tillvekst_3-4;32.21;1.029283741;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
225.47;10;2007;4;5;239;Tilvekst;3;21;600;184;04.07.2008;2008;0;Gippernjaure;5;277;217;2;1;1;Tillvekst_4-5;38.65;0.424973344;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;32;2000;0;1;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_0-1;32;1.505149978;3.509615;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
32;85.33;2001;1;2;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_1-2;53.33;1.282996229;3.509615;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
85.33;128;2002;2;3;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_2-3;42.67;1.091195725;3.509615;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
128;173.33;2003;3;4;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_3-4;45.33;1.06248251;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
173.33;210.67;2004;4;5;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_4-5;37.33;1.037844456;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
210.67;253.33;2005;5;6;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_5-6;42.67;1.034465414;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
293.33;10;2007;7;8;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_7-8;18.67;0.405292063;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
253.33;293.33;2006;6;7;240;Tilvekst;3;21;600;185;04.07.2008;2008;0;Gippernjaure;8;320;345.9;2;0;0;Tillvekst_6-7;40;1.026488419;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
256.52;10;2007;6;7;241;Tilvekst;3;21;600;191;04.07.2008;2008;0;Gippernjaure;7;326;353.6;1;0;0;Tillvekst_6-7;48.1;0.415089115;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;50.77;2001;0;1;241;Tilvekst;3;21;600;191;04.07.2008;2008;0;Gippernjaure;7;326;353.6;1;0;0;Tillvekst_0-1;50.77;1.705607163;3.509615;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
50.77;88.18;2002;1;2;241;Tilvekst;3;21;600;191;04.07.2008;2008;0;Gippernjaure;7;326;353.6;1;0;0;Tillvekst_1-2;37.41;1.140573361;3.509615;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
88.18;146.97;2003;2;3;241;Tilvekst;3;21;600;191;04.07.2008;2008;0;Gippernjaure;7;326;353.6;1;0;0;Tillvekst_2-3;58.79;1.114044418;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
146.97;184.38;2004;3;4;241;Tilvekst;3;21;600;191;04.07.2008;2008;0;Gippernjaure;7;326;353.6;1;0;0;Tillvekst_3-4;37.41;1.045442881;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
184.38;221.79;2005;4;5;241;Tilvekst;3;21;600;191;04.07.2008;2008;0;Gippernjaure;7;326;353.6;1;0;0;Tillvekst_4-5;37.41;1.035409658;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
221.79;256.52;2006;5;6;241;Tilvekst;3;21;600;191;04.07.2008;2008;0;Gippernjaure;7;326;353.6;1;0;0;Tillvekst_5-6;34.74;1.026931302;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
213.16;10;2007;6;7;242;Tilvekst;3;21;600;192;04.07.2008;2008;0;Gippernjaure;7;270;196;2;0;0;Tillvekst_6-7;42.63;0.429423089;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;33.16;2001;0;1;242;Tilvekst;3;21;600;192;04.07.2008;2008;0;Gippernjaure;7;270;196;2;0;0;Tillvekst_0-1;33.16;1.520614522;3.509615;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
33.16;80.53;2002;1;2;242;Tilvekst;3;21;600;192;04.07.2008;2008;0;Gippernjaure;7;270;196;2;0;0;Tillvekst_1-2;47.37;1.253412796;3.509615;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
80.53;123.16;2003;2;3;242;Tilvekst;3;21;600;192;04.07.2008;2008;0;Gippernjaure;7;270;196;2;0;0;Tillvekst_2-3;42.63;1.096808015;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
123.16;149.21;2004;3;4;242;Tilvekst;3;21;600;192;04.07.2008;2008;0;Gippernjaure;7;270;196;2;0;0;Tillvekst_3-4;26.05;1.039861018;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
149.21;180;2005;4;5;242;Tilvekst;3;21;600;192;04.07.2008;2008;0;Gippernjaure;7;270;196;2;0;0;Tillvekst_4-5;30.79;1.037480289;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
180;213.16;2006;5;6;242;Tilvekst;3;21;600;192;04.07.2008;2008;0;Gippernjaure;7;270;196;2;0;0;Tillvekst_5-6;33.16;1.03256068;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;70.85;2002;0;1;243;Tilvekst;3;21;600;193;04.07.2008;2008;0;Gippernjaure;6;327;360.5;1;0;0;Tillvekst_0-1;70.85;1.850339855;3.509615;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
70.85;106.28;2003;1;2;243;Tilvekst;3;21;600;193;04.07.2008;2008;0;Gippernjaure;6;327;360.5;1;0;0;Tillvekst_1-2;35.43;1.095178024;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
106.28;166.23;2004;2;3;243;Tilvekst;3;21;600;193;04.07.2008;2008;0;Gippernjaure;6;327;360.5;1;0;0;Tillvekst_2-3;59.95;1.095861093;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
166.23;218;2005;3;4;243;Tilvekst;3;21;600;193;04.07.2008;2008;0;Gippernjaure;6;327;360.5;1;0;0;Tillvekst_3-4;51.78;1.053022286;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
218;264.33;2006;4;5;243;Tilvekst;3;21;600;193;04.07.2008;2008;0;Gippernjaure;6;327;360.5;1;0;0;Tillvekst_4-5;46.33;1.035788548;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
264.33;10;2007;5;6;243;Tilvekst;3;21;600;193;04.07.2008;2008;0;Gippernjaure;6;327;360.5;1;0;0;Tillvekst_5-6;43.6;0.412856951;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;65.08;2004;0;1;244;Tilvekst;3;21;600;195;04.07.2008;2008;0;Gippernjaure;4;213;106.6;2;0;0;Tillvekst_0-1;65.08;1.813447544;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
65.08;124.25;2005;1;2;244;Tilvekst;3;21;600;195;04.07.2008;2008;0;Gippernjaure;4;213;106.6;2;0;0;Tillvekst_1-2;59.17;1.154870128;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
124.25;168.63;2006;2;3;244;Tilvekst;3;21;600;195;04.07.2008;2008;0;Gippernjaure;4;213;106.6;2;0;0;Tillvekst_2-3;44.38;1.063333176;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
168.63;10;2007;3;4;244;Tilvekst;3;21;600;195;04.07.2008;2008;0;Gippernjaure;4;213;106.6;2;0;0;Tillvekst_3-4;32.54;0.449047714;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;45.96;2005;0;1;245;Tilvekst;3;21;600;196;04.07.2008;2008;0;Gippernjaure;3;143;31.5;2;0;0;Tillvekst_0-1;45.96;1.66238002;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
45.96;76.61;2006;1;2;245;Tilvekst;3;21;600;196;04.07.2008;2008;0;Gippernjaure;3;143;31.5;2;0;0;Tillvekst_1-2;30.64;1.133486591;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
76.61;10;2007;2;3;245;Tilvekst;3;21;600;196;04.07.2008;2008;0;Gippernjaure;3;143;31.5;2;0;0;Tillvekst_2-3;38.3;0.530705151;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;71.43;2003;0;1;246;Tilvekst;3;21;600;204;04.07.2008;2008;0;Gippernjaure;5;263;179.7;1;0;0;Tillvekst_0-1;71.43;1.85388065;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
71.43;136.37;2004;1;2;246;Tilvekst;3;21;600;204;04.07.2008;2008;0;Gippernjaure;5;263;179.7;1;0;0;Tillvekst_1-2;64.94;1.151486661;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
136.37;172.09;2005;2;3;246;Tilvekst;3;21;600;204;04.07.2008;2008;0;Gippernjaure;5;263;179.7;1;0;0;Tillvekst_2-3;35.72;1.047330258;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
172.09;227.28;2006;3;4;246;Tilvekst;3;21;600;204;04.07.2008;2008;0;Gippernjaure;5;263;179.7;1;0;0;Tillvekst_3-4;55.2;1.054033448;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
227.28;10;2007;4;5;246;Tilvekst;3;21;600;204;04.07.2008;2008;0;Gippernjaure;5;263;179.7;1;0;0;Tillvekst_4-5;22.73;0.424347134;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
269.7;10;2007;6;7;247;Tilvekst;3;21;600;206;04.07.2008;2008;0;Gippernjaure;7;310;294.4;1;0;0;Tillvekst_6-7;24.8;0.411373499;3.509615;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;40.3;2001;0;1;247;Tilvekst;3;21;600;206;04.07.2008;2008;0;Gippernjaure;7;310;294.4;1;0;0;Tillvekst_0-1;40.3;1.605305046;3.509615;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
40.3;89.9;2002;1;2;247;Tilvekst;3;21;600;206;04.07.2008;2008;0;Gippernjaure;7;310;294.4;1;0;0;Tillvekst_1-2;49.6;1.217064443;3.509615;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
89.9;148.8;2003;2;3;247;Tilvekst;3;21;600;206;04.07.2008;2008;0;Gippernjaure;7;310;294.4;1;0;0;Tillvekst_2-3;58.9;1.112011339;3.509615;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
148.8;189.1;2004;3;4;247;Tilvekst;3;21;600;206;04.07.2008;2008;0;Gippernjaure;7;310;294.4;1;0;0;Tillvekst_3-4;40.3;1.047909628;3.509615;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
189.1;229.4;2005;4;5;247;Tilvekst;3;21;600;206;04.07.2008;2008;0;Gippernjaure;7;310;294.4;1;0;0;Tillvekst_4-5;40.3;1.036852548;3.509615;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
229.4;269.7;2006;5;6;247;Tilvekst;3;21;600;206;04.07.2008;2008;0;Gippernjaure;7;310;294.4;1;0;0;Tillvekst_5-6;40.3;1.029775366;3.509615;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;47.83;2004;0;1;248;Tilvekst;1;5;43;1;08.10.2008;2008;1;Gjoevatnet;4;186;77.7;2;0;0;Tillvekst_0-1;47.83;1.679700381;4.074074;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
47.83;71.74;2005;1;2;248;Tilvekst;1;5;43;1;08.10.2008;2008;1;Gjoevatnet;4;186;77.7;2;0;0;Tillvekst_1-2;23.91;1.104816903;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
71.74;108.94;2006;2;3;248;Tilvekst;1;5;43;1;08.10.2008;2008;1;Gjoevatnet;4;186;77.7;2;0;0;Tillvekst_2-3;37.2;1.097763646;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
108.94;10;2007;3;4;248;Tilvekst;1;5;43;1;08.10.2008;2008;1;Gjoevatnet;4;186;77.7;2;0;0;Tillvekst_3-4;61.11;0.490872864;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;49.29;2000;0;1;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_0-1;49.29;1.692758818;4.074074;10.73103448;10.57037037;13.28;35.5;155.8;40.2;12.06911765;391.9;1.85;;;;;;
49.29;76.67;2001;1;2;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_1-2;27.38;1.11334553;4.074074;8.131034483;11.74827586;14.5;101.8;75.6;131.6;12.19710145;455;-0.5;;;;;;
76.67;104.05;2002;2;3;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_2-3;27.38;1.070367627;4.074074;12.34333333;15.78333333;15.96333333;26.6;79.3;55;15.07841727;374.5;0.79;;;;;;
104.05;127.78;2003;3;4;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_3-4;23.73;1.044229099;4.074074;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
127.78;153.33;2004;4;5;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_4-5;25.56;1.037581603;4.074074;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
153.33;177.06;2005;5;6;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_5-6;23.73;1.028592857;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
197.14;10;2007;7;8;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_7-8;20.08;0.435772617;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
177.06;197.14;2006;6;7;249;Tilvekst;1;5;43;2;08.10.2008;2008;1;Gjoevatnet;8;230;134.7;1;0;0;Tillvekst_6-7;20.08;1.020752577;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
10;56.25;2005;0;1;250;Tilvekst;1;5;43;3;08.10.2008;2008;1;Gjoevatnet;3;135;30.2;1;0;0;Tillvekst_0-1;56.25;1.750122527;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
56.25;85.5;2006;1;2;250;Tilvekst;1;5;43;3;08.10.2008;2008;1;Gjoevatnet;3;135;30.2;1;0;0;Tillvekst_1-2;29.25;1.103903347;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
85.5;10;2007;2;3;250;Tilvekst;1;5;43;3;08.10.2008;2008;1;Gjoevatnet;3;135;30.2;1;0;0;Tillvekst_2-3;31.5;0.517607422;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;45.56;2005;0;1;251;Tilvekst;1;5;43;4;08.10.2008;2008;1;Gjoevatnet;3;128;25.3;2;0;0;Tillvekst_0-1;45.56;1.658583715;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
45.56;86.78;2006;1;2;251;Tilvekst;1;5;43;4;08.10.2008;2008;1;Gjoevatnet;3;128;25.3;2;0;0;Tillvekst_1-2;41.22;1.168719811;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
86.78;10;2007;2;3;251;Tilvekst;1;5;43;4;08.10.2008;2008;1;Gjoevatnet;3;128;25.3;2;0;0;Tillvekst_2-3;21.69;0.515884165;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;56.61;2005;0;1;252;Tilvekst;1;5;43;5;08.10.2008;2008;1;Gjoevatnet;3;135;27.7;2;0;0;Tillvekst_0-1;56.61;1.752893155;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
56.61;89.27;2006;1;2;252;Tilvekst;1;5;43;5;08.10.2008;2008;1;Gjoevatnet;3;135;27.7;2;0;0;Tillvekst_1-2;32.66;1.11284908;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
89.27;10;2007;2;3;252;Tilvekst;1;5;43;5;08.10.2008;2008;1;Gjoevatnet;3;135;27.7;2;0;0;Tillvekst_2-3;28.31;0.512635035;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;50.7;2005;0;1;253;Tilvekst;1;5;43;6;08.10.2008;2008;1;Gjoevatnet;3;134;26;1;0;0;Tillvekst_0-1;50.7;1.705007959;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
50.7;99.59;2006;1;2;253;Tilvekst;1;5;43;6;08.10.2008;2008;1;Gjoevatnet;3;134;26;1;0;0;Tillvekst_1-2;48.89;1.171968566;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
99.59;10;2007;2;3;253;Tilvekst;1;5;43;6;08.10.2008;2008;1;Gjoevatnet;3;134;26;1;0;0;Tillvekst_2-3;21.73;0.500446465;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;38.98;2005;0;1;254;Tilvekst;1;5;43;7;08.10.2008;2008;1;Gjoevatnet;3;134;25.7;1;0;0;Tillvekst_0-1;38.98;1.590841835;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
38.98;82.84;2006;1;2;254;Tilvekst;1;5;43;7;08.10.2008;2008;1;Gjoevatnet;3;134;25.7;1;0;0;Tillvekst_1-2;43.85;1.205801889;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
82.84;10;2007;2;3;254;Tilvekst;1;5;43;7;08.10.2008;2008;1;Gjoevatnet;3;134;25.7;1;0;0;Tillvekst_2-3;38.98;0.521311177;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;47.25;2005;0;1;255;Tilvekst;1;5;43;8;08.10.2008;2008;1;Gjoevatnet;3;135;27.6;1;0;0;Tillvekst_0-1;47.25;1.674401813;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
47.25;85.5;2006;1;2;255;Tilvekst;1;5;43;8;08.10.2008;2008;1;Gjoevatnet;3;135;27.6;1;0;0;Tillvekst_1-2;38.25;1.153824667;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
85.5;10;2007;2;3;255;Tilvekst;1;5;43;8;08.10.2008;2008;1;Gjoevatnet;3;135;27.6;1;0;0;Tillvekst_2-3;31.5;0.517607422;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;36.23;2005;0;1;256;Tilvekst;1;5;43;9;08.10.2008;2008;1;Gjoevatnet;3;120;19.6;1;0;0;Tillvekst_0-1;36.23;1.559068334;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
36.23;86.04;2006;1;2;256;Tilvekst;1;5;43;9;08.10.2008;2008;1;Gjoevatnet;3;120;19.6;1;0;0;Tillvekst_1-2;49.81;1.240933678;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
86.04;10;2007;2;3;256;Tilvekst;1;5;43;9;08.10.2008;2008;1;Gjoevatnet;3;120;19.6;1;0;0;Tillvekst_2-3;20.38;0.516875894;4.074074;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;38.95;2005;0;1;257;Tilvekst;1;5;43;10;08.10.2008;2008;1;Gjoevatnet;3;132;25.3;1;0;0;Tillvekst_0-1;38.95;1.590507462;4.074074;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
38.95;75.74;2006;1;2;257;Tilvekst;1;5;43;10;08.10.2008;2008;1;Gjoevatnet;3;132;25.3;1;0;0;Tillvekst_1-2;36.79;1.181588484;4.074074;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
